Date,Price of last transaction,Max,Min,Average price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
23.02.2021,"50,00","50,00","50,00","50,00","-28,57",50,2.500,2.500
16.10.2020,"70,00","70,00","70,00","70,00","2,94",28.328,1.982.960,1.982.960
15.10.2020,"68,00","68,00","68,00","68,00","0,00",3.240,220.320,220.320
14.10.2020,"68,00","68,00","68,00","68,00","0,00",890,60.520,60.520
29.05.2020,"68,00","68,00","68,00","68,00","41,67",896,60.928,60.928
20.03.2020,"48,00","48,00","48,00","48,00","0,00",2.886,138.528,138.528
12.03.2020,"48,00","48,00","48,00","48,00","0,00",439,21.072,21.072
21.02.2020,"48,00","48,00","48,00","48,00","0,00",15,720,720
19.02.2020,"48,00","48,00","48,00","48,00","0,00",21,1.008,1.008
03.02.2020,"48,00","48,00","48,00","48,00","0,00",24,1.152,1.152
23.12.2019,"48,00","48,00","48,00","48,00","0,00",438,21.024,21.024
10.10.2019,"48,00","48,00","48,00","48,00","-20,00",50,2.400,2.400
03.10.2019,"60,00","60,00","60,00","60,00","0,00",7.796,467.760,467.760
02.10.2019,"60,00","60,00","60,00","60,00","-28,57",10,600,600
20.08.2019,"84,00","84,00","84,00","84,00","-2,33",634,53.256,53.256
19.08.2019,"86,00","86,00","86,00","86,00","1,18",1.127,96.922,96.922
14.08.2019,"85,00","85,00","85,00","85,00","183,33",500,42.500,42.500
17.07.2019,"30,00","30,00","30,00","30,00","0,00",100,3.000,3.000
07.05.2019,"30,00","30,00","30,00","30,00","0,00",12,360,360
25.02.2019,"30,00","30,00","30,00","30,00","0,00",33,990,990
15.02.2019,"30,00","30,00","30,00","30,00","0,00",28,840,840
13.02.2019,"30,00","30,00","30,00","30,00","0,00",25,750,750
22.11.2018,"30,00","30,00","30,00","30,00","0,00",1.554,46.620,46.620
06.11.2018,"30,00","30,00","30,00","30,00","0,00",9,270,270
28.09.2018,"30,00","30,00","30,00","30,00","0,00",1.236,37.080,37.080
17.08.2018,"30,00","30,00","30,00","30,00","0,00",25,750,750
04.07.2018,"30,00","30,00","30,00","30,00","0,00",25,750,750
08.06.2018,"30,00","30,00","30,00","30,00","0,00",41,1.230,1.230
05.06.2018,"30,00","30,00","30,00","30,00","0,00",157,4.710,4.710
29.05.2018,"30,00","30,00","30,00","30,00","0,00",100,3.000,3.000
28.05.2018,"30,00","30,00","30,00","30,00","0,00",200,6.000,6.000
17.04.2018,"30,00","30,00","30,00","30,00","0,00",21,630,630
12.02.2018,"30,00","30,00","30,00","30,00","0,00",20,600,600
06.02.2018,"30,00","30,00","30,00","30,00","0,00",24,720,720
06.12.2017,"30,00","30,00","30,00","30,00","0,00",3.932,117.960,117.960
05.12.2017,"30,00","30,00","30,00","30,00","0,00",5.000,150.000,150.000
02.11.2017,"30,00","30,00","30,00","30,00","0,00",100,3.000,3.000
26.07.2017,"30,00","30,00","30,00","30,00","0,00",99,2.970,2.970
28.06.2017,"30,00","30,00","30,00","30,00","0,00",1.237,37.110,37.110
05.04.2017,"30,00","30,00","30,00","30,00","0,00",735,22.050,22.050
28.12.2016,"30,00","30,00","30,00","30,00","0,00",4.899,146.970,146.970
18.11.2016,"30,00","30,00","30,00","30,00","0,00",15,450,450
28.03.2016,"30,00","30,00","30,00","30,00","0,00",1.922,57.660,57.660
22.03.2016,"30,00","30,00","30,00","30,00","0,00",24,720,720
04.03.2016,"30,00","30,00","30,00","30,00","0,00",26,780,780
28.12.2015,"30,00","30,00","30,00","30,00","0,00",24,720,720
23.11.2015,"30,00","30,00","30,00","30,00","0,00",13,390,390
24.06.2015,"30,00","30,00","30,00","30,00","0,00",18,540,540
21.05.2015,"30,00","30,00","30,00","30,00","0,00",1.247,37.410,37.410
15.04.2015,"30,00","30,00","30,00","30,00","0,00",23,690,690
12.02.2015,"30,00","30,00","30,00","30,00","0,00",30,900,900
16.12.2014,"30,00","30,00","30,00","30,00","0,00",455,13.650,13.650
04.12.2014,"30,00","30,00","30,00","30,00","0,00",600,18.000,18.000
